148,148,164,147,232,233,234,235,216,217,218,232,232,233,234,248,249,250,251,234,216,217,218,219,219,216,216,216,216,217
164,148,180,163,248,249,250,251,232,233,234,248,248,249,250,251,98,248,249,250,232,233,234,235,235,232,232,216,217,218
180,148,148,147,97,98,81,82,248,249,250,251,82,81,82,81,82,81,82,81,248,249,250,251,251,248,248,232,216,217
196,148,164,147,81,82,81,82,97,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,248,232,233
148,148,180,163,81,82,81,82,81,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,92,93,94,248,249
148,148,196,147,81,82,81,82,97,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97
148,148,100,179,97,81,92,93,94,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81
148,148,147,81,82,82,81,82,97,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97
148,148,163,97,98,98,81,82,81,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81
164,148,147,81,81,82,81,82,97,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97
180,148,163,97,97,98,81,82,81,82,92,93,94,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81
148,148,147,81,81,82,81,82,97,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97
148,164,163,97,97,98,81,82,81,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81
148,148,147,81,81,82,81,82,97,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97
164,148,163,81,82,98,81,82,81,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81
148,148,147,97,81,82,81,82,97,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97
148,148,116,131,97,98,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82
148,148,148,147,81,82,81,82,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,92,93,94,98,97,98
164,148,164,147,81,92,93,94,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82,81,82
180,164,180,163,81,82,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98,97,98
