180,146,162,162,162,162,145,145,161,180,146,161,161,161,162,161,161,145,161,180,145,145,145,146,212,212,145,145,145,146
196,146,100,177,178,101,161,180,145,196,162,100,177,178,177,178,101,161,161,180,161,161,161,162,145,146,161,161,161,162
212,162,147,0,3,144,161,196,161,212,100,179,2,2,2,3,144,145,145,196,145,146,100,101,145,145,161,162,164,180
146,100,179,33,51,160,161,212,162,100,179,0,18,17,18,19,160,161,161,212,145,146,116,117,145,161,161,162,180,196
146,163,48,17,128,117,145,161,162,147,0,17,18,33,34,35,176,177,178,101,145,145,145,145,161,161,161,162,196,164
180,116,131,51,160,164,161,161,162,163,32,18,17,4,5,18,1,2,1,176,177,178,177,178,177,178,178,101,196,180
180,146,147,98,176,101,100,178,178,179,48,50,17,20,21,18,49,50,17,2,2,1,1,1,2,3,128,117,196,196
196,146,163,0,82,160,147,2,2,128,130,131,49,50,50,51,128,131,49,48,33,34,17,18,18,19,160,164,164,196
212,146,116,131,98,176,179,50,128,117,161,162,130,129,129,130,212,116,130,131,16,33,17,18,34,19,144,180,148,196
145,145,146,147,16,2,19,128,117,180,180,146,145,146,164,228,228,161,162,163,48,50,33,34,34,35,160,196,148,196
180,145,146,163,32,17,19,176,101,196,196,146,161,162,180,145,146,145,180,116,130,131,16,17,18,51,176,101,148,180
196,145,146,116,131,48,17,3,176,101,212,146,161,161,196,161,162,145,180,162,162,147,32,33,19,128,129,117,148,148
212,145,145,180,146,131,16,17,3,160,146,100,177,178,177,101,212,145,196,162,162,163,48,34,35,176,101,164,148,148
212,145,161,180,146,147,32,18,19,176,177,179,1,1,2,176,101,161,212,145,146,116,131,16,34,3,144,164,148,148
162,145,146,180,146,163,48,34,2,1,2,2,34,34,34,2,176,101,161,161,162,100,179,82,51,128,117,164,148,148
162,145,145,196,146,116,131,16,17,18,18,34,17,17,33,34,2,176,177,177,178,179,64,65,129,132,101,180,148,148
162,180,180,212,180,146,147,32,18,34,18,33,33,33,33,33,34,2,2,2,2,128,117,146,146,116,117,180,148,164
162,196,180,161,180,162,163,16,34,18,34,49,50,51,49,50,51,33,17,51,128,117,145,146,180,180,180,180,164,180
161,212,196,145,196,100,179,32,33,49,51,81,81,81,81,81,81,48,51,82,160,161,161,180,180,180,180,180,180,196
161,162,212,161,100,179,0,34,35,97,81,81,81,81,81,81,81,81,97,98,176,162,162,180,180,162,162,162,196,196
