-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,241,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,241,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,241,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,241,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,241,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,241,241,241,241,241,241,241,241,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,241,242,241,241,242,241,242,241,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,241,242,241,241,241,242,241,241,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,241,241,241,242,241,242,241,241,242,241,241,241,241,241,241,241,241,242,241,242
216,200,-1,-1,-1,-1,-1,-1,-1,-1,241,242,241,241,242,241,242,241,242,241,241,241,241,241,241,242,241,242,241,242
-1,199,-1,-1,-1,-1,-1,-1,-1,-1,241,242,241,242,242,241,241,241,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,199,200,-1,-1,-1,-1,-1,-1,-1,241,241,241,241,241,241,242,241,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,167,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,241,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,241,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,199,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,241,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,167,-1,-1,-1,-1,-1,-1,-1,-1,-1,241,242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,183,-1,-1,-1,-1,-1,-1,-1,-1,630,241,242,630,631,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,199,217,200,-1,-1,-1,-1,630,630,646,241,242,630,631,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,215,217,216,-1,-1,-1,-1,646,646,647,241,242,630,630,631,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,215,233,216,-1,-1,-1,-1,646,647,631,241,242,646,646,647,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
